ID,CLASSIFIED,TYPE,SUMMARY
JCR-358,NUG,IMPROVEMENT,Add new top-level projects to the building documentation
JCR-1509,NUG,RFE, SUBMISSION Amazon S3 Persistence Manager Project
JCR-1613,BUG,BUG,REMOVE access is not checked when moving a node
JCR-1960,NUG,RFE,Add support for the Ingres RDBMS
JCR-2697,NUG,RFE,Add support for encrpted db password in repository.xml
JCR-2603,NUG,BUG,DefaultLoginModule performs anonymous login in case of unsupported Credentials implementation
JCR-38,BUG,BUG,Cannot version the root node
JCR-2899,BUG,BUG, patch fix uppercase lowercase handling for not equal to
JCR-2467,NUG,IMPROVEMENT,Collection parameter of CompactNodeTypeDefWriter write should be covariant
JCR-2509,NUG,IMPROVEMENT,Reduce number of compiler warning by adding Override and generics where appropriate
JCR-2840,BUG,BUG,Inconsistencies if everyone Group is created by User Management
JCR-61,BUG,BUG,Docview import fails if attribute and childelem have same name
JCR-149,NUG,RFE,TextFilter implementations in a new project under contrib
JCR-254,BUG,IMPROVEMENT,Repository lock file is not removed on shutdown
JCR-686,NUG,IMPROVEMENT,change some access-level modifiers to allow for better subclassing
JCR-2565,BUG,BUG,spi2dav Overwrite header T specified for MOVE and COPY causes failure if some API tests
JCR-2761,NUG,IMPROVEMENT,add shortcut method to CndImporter which makes it easier to rereigster node types
JCR-1587,BUG,BUG,When trying to reuse version label in transaction exception is thrown
JCR-1571,BUG,BUG,DavMethodBase getResponseException fails if the body is not valid XML
JCR-650,NUG,RFE,SimpleJbossAccessManager
JCR-2117,NUG,,JSR 283 adopt CND syntax changes
JCR-1526,NUG,IMPROVEMENT,Various improvment to Path and PathImpl
JCR-1091,NUG,IMPROVEMENT,more lenient behavior of Node addMixin if mixin is already present
JCR-800,NUG,IMPROVEMENT,Child Axis support in order by clause
JCR-2897,NUG,IMPROVEMENT,Remove jcr-commons dependency from jackrabbit-webdav
JCR-346,BUG,BUG,Jcr-Server ItemDefinitionImpl.toXml throws NPE for the root node.
JCR-2264,NUG,IMPROVEMENT,Enhance Ingres persistence bundle to handle unicode
JCR-367,NUG,IMPROVEMENT,Remove dependency on Xerces
JCR-1669,BUG,BUG,Text.isDescendant returns false if parent is
JCR-284,BUG,BUG,Locking two same-name siblings and unlocking first apparently unlocks second instead.
JCR-298,NUG,BUG,missing blob.remove in Berkeley DB persistance manager
JCR-516,NUG,IMPROVEMENT,remove dependencies of XPathQueryBuilder on core Jackrabbit code
JCR-2293,BUG,BUG,PathNotFoundException but item exists
JCR-2425,BUG,BUG,Session.save and Session.refresh boolean rely on accessibility of the root node
JCR-881,NUG,IMPROVEMENT,Use jackrabbit 1.2.1
JCR-585,NUG,RFE,Create jackrabbit-api .jar and the respective jackrabbit-rmi extensions
JCR-196,NUG,IMPROVEMENT,jcr like does not scale well on large value ranges
JCR-1617,NUG,IMPROVEMENT,Remove commons-collections and slf4j-api dependencies from jcr-commons
JCR-308,BUG,BUG,Nodes having OPV Ignore are removed on restore
JCR-2762,NUG,IMPROVEMENT,Optimize bundle serialization
JCR-1982,NUG,IMPROVEMENT,Exception root cause is swallowed in various places
JCR-1754,NUG,IMPROVEMENT,The jackrabbit-ocm DTD 1.5 is missing and has to be publish
JCR-1258,NUG,IMPROVEMENT,Add path encoding to ISO9075
JCR-573,NUG,TASK,Add missing license headers
JCR-89,BUG,BUG,Calling PropertyDef.getDefaultValue via RMI results in Exception
JCR-1682,BUG,BUG,Session returned does not offers transaction support
JCR-2922,BUG,BUG,JcrParser use of bitwise instead of logical AND operator
JCR-513,NUG,BUG,TCK SetPropertyAssumeTypeTest doesn t allow ValueFormatException upon type conversion failure
JCR-2765,BUG,IMPROVEMENT,JCR-SQL2 no count when WHERE clause is provided
JCR-1757,BUG,BUG,OCM translate-project goal not found
JCR-628,BUG,BUG,OutOfMemory problem HandleMonitor does not release closed input streams
JCR-1115,NUG,IMPROVEMENT,Remove dependency on Jackrabbit-core
JCR-1086,BUG,BUG,JCR2SPI Workspace.getImportHandler creates a handler which doesn t work properly under JDK 1.4.
JCR-3220,NUG,BUG,simple webdav server does not support lock timeouts
JCR-2898,NUG,IMPROVEMENT, patch remove bogus test
JCR-629,BUG,BUG,CompactNodeTypeDefWriter does not escaped names properly
JCR-703,NUG,IMPROVEMENT,Add signature and major minor version to the journal files used for clustering
JCR-1335,NUG,BUG,bad assumptions on QueryResult.getIterator semantics in QueryResultNodeIteratorTest.testSkip
JCR-693,NUG,BUG,jackrabbit-jca rar archive misses required classes
JCR-1375,NUG,IMPROVEMENT,Limit fields read from index
JCR-24,BUG,BUG,ClassCastException bei unregisterNodeType
JCR-1428,NUG,RFE,Add API for selective bundle consistency check Jackrabbit-specific
JCR-2241,NUG,BUG,Data Store garbage collection should ignore removed items
JCR-93,BUG,BUG,Webdav creating resource in case of RepositoryException
JCR-2861,NUG,BUG,Internal Timeout Handling in the TransactionContext is not XA Spec. conform
JCR-460,NUG,IMPROVEMENT,Add RAR META-INF ra.xml descriptor to be used with JCA1.5
JCR-182,NUG,IMPROVEMENT,add calendar mime types to jcr-server s mime type registry
JCR-2070,BUG,BUG,jcr-server should respect child node definition of jcr content
JCR-1840,NUG,IMPROVEMENT,OCM test are too verbose
JCR-1668,BUG,BUG,After RepositoryImpl instance has been created and shut down some classes cannot be unloaded
JCR-2951,BUG,BUG,Item.remove fails if a child-item is not visible to the editing session
JCR-1949,BUG,BUG,NullPointerException on DelegatingObservationDispatcher cause by parameter null on call createEventStateCollection null
JCR-823,NUG,BUG,NamespaceRegistryTest makes assumptions about legal names
JCR-1027,NUG,IMPROVEMENT,SPI change param order with RepositoryService.createBatch
JCR-1296,NUG,BUG,Exception may get lost in WorkspaceManager.OperationVisitorImpl.execute
JCR-297,NUG,IMPROVEMENT,Jcr-Server Avoid xml parsing if request body is missing
JCR-1500,NUG,IMPROVEMENT,removing properties through SPI two ways to do it
JCR-1965,NUG,IMPROVEMENT, PATCH Remove Stutter in ItemValidator
JCR-2062,NUG,,JSR 283 Repository Compliance
JCR-952,NUG,RFE,Support lower and upper case functions in order by clause
JCR-2769,NUG,IMPROVEMENT,Avoid String.intern for UUID terms
JCR-1333,BUG,BUG,jackrabbit-jcr-rmi Supplied javax.transaction.xa.Xid is assumed serializable but is not on some environments.
JCR-706,NUG,IMPROVEMENT,RTFTextExtractor should also support mime type text rtf
JCR-1114,NUG,IMPROVEMENT,Remove QueryResultImpl and rename LazyQueryResultImpl to QueryResultImpl
JCR-25,BUG,,default value with autocreated fields like null
JCR-2519,NUG,BUG,spi2davex use srcWorkspaceName to build srcPath for clone and copy
JCR-905,BUG,BUG,Clustering race condition may cause duplicate entries in search index
JCR-2645,NUG,BUG,XML text extraction in Jackrabbit 1.x accesses external resources
JCR-229,NUG,IMPROVEMENT,Decouple packages in core.query
JCR-2931,BUG,BUG,Compatibility issue if admin impersonates admin session
JCR-916,NUG,IMPROVEMENT,Review pck names in the others ocm subprojects
JCR-17,BUG,BUG,Creating and saving a mix versionable node creates two VersionHistory nodes
JCR-331,NUG,IMPROVEMENT,RepositoryConfig instance can not be reused once it has been passed to RepositoryImpl constructor
JCR-1990,NUG,IMPROVEMENT,Optimize queries with relative path in order by clause
JCR-689,NUG,IMPROVEMENT,Minimize calls to PersistenceManager
JCR-2066,NUG,IMPROVEMENT,NodeTypeRegistry could auto-subtype from nt base
JCR-1815,NUG,IMPROVEMENT,Benchmark Improve transparency of test results
JCR-1505,NUG,IMPROVEMENT,Improve handling of inherited mixins
JCR-2335,BUG,BUG,Problems with jackrabbit-standalone
JCR-1414,BUG,BUG,Data store garbage collection inUse not correctly synchronized
JCR-1638,NUG,BUG,Redundant calls to RepositoryService.getChildInfos
JCR-1934,NUG,IMPROVEMENT,DbDataStore delete temporary files using finalize
JCR-3033,NUG,IMPROVEMENT,Provide a method for writing name space declarations in CompactNodeTypeDefWriter
JCR-3209,NUG,IMPROVEMENT,lock token validity
JCR-1950,NUG,IMPROVEMENT,Testing for indexable properties should check the default indexable properties first
JCR-1218,NUG,BUG,RepositoryUtil moved outside of main source tree
JCR-887,NUG,IMPROVEMENT,DateField class should be public
JCR-697,BUG,IMPROVEMENT,.war distribution should be configurable prompting you to setup JNDI with the Repository Home and Config locations.
JCR-2088,NUG,IMPROVEMENT,Drop Maven 1 compatibility
JCR-1364,NUG,BUG,DirListingExportHandler Should not implement PropertyHandler
JCR-2452,BUG,BUG,DefaultPrincipalProvider collectGroupMembership puts wrong principal instance into the cache
JCR-1855,NUG,IMPROVEMENT,Update to Lucene 2.4.1
JCR-904,NUG,IMPROVEMENT,non mantatory revision property in the Journal configuration
JCR-2457,NUG,RFE,Command line access to remote repositories
JCR-468,BUG,BUG,Item.isSame may return true for 2 nodes from different workspaces.
JCR-2000,BUG,BUG,Deadlock on concurrent commits
JCR-1465,NUG,IMPROVEMENT,Configurable Similarity
JCR-146,BUG,BUG,importXML prepending line feeds to tag values
JCR-2712,BUG,BUG,Dirty Internal State on Transaction-Rollback during Global Transaction container managed transaction
JCR-2319,NUG,IMPROVEMENT,jackrabbit-jcr-client should put all test data under . target
JCR-1415,NUG,BUG,Clustering configuration documentation for syncDelay doesn t match
JCR-2447,BUG,BUG,RepositoryConfig created by Jcr2spiRepositoryFactory should always return same RepositoryService instance
JCR-383,NUG,IMPROVEMENT,Default namespaces in JackrabbitNodeTypeManager.registerNodetypes
JCR-1698,NUG,TEST,Remove unnecessary TestAll classes in jcr-commons
JCR-1325,BUG,BUG,Problems mapping custom collections
JCR-37,BUG,BUG,select query fails on like xxx322 statement
JCR-407,NUG,IMPROVEMENT,read IOHandlers from the config.xml
JCR-2009,BUG,BUG,Large file download over webdav causes exception
JCR-438,NUG,IMPROVEMENT,Improve handling for missing text filter dependency
JCR-286,BUG,BUG,Jcr-Server Invalid value for HTTP auth header
JCR-172,NUG,IMPROVEMENT,Improved READMEs for building sequence of trunk and jcr-server
JCR-2419,BUG,BUG,WorkspaceAccessManager defined with SecurityManager that keeps users per workspace must test if user exists
JCR-1629,NUG,RFE,SPI Testsuite for the SPI Interfaces
JCR-3101,BUG,BUG,recovery tool does not recover when version history can be instantiated but root version can not
JCR-2758,BUG,BUG,Session.save potentially causes endless loop when READ permission is denied on root node
JCR-389,BUG,BUG,WebDAV server should treat non-wellformed XML in request bodies as error
JCR-2803,NUG,IMPROVEMENT,Deprecate non-pooled bundle DB persistence managers
JCR-1879,BUG,BUG, Directory was previously created with a different LockFactory when open close delete a repository in a loop
JCR-496,NUG,BUG,TCK PropertyDefTest and NodeDefTest do not respect the value of the testroot configuration property
JCR-223,NUG,IMPROVEMENT,fix jackrabbit groupId
JCR-2755,BUG,BUG,ConcurrentModificationException in WebDAV UPDATE
JCR-554,NUG,IMPROVEMENT,Index creates many folders when re-indexing
JCR-2859,NUG,RFE,Make open scoped locks recoverable
JCR-712,BUG,BUG,NPE Exception Thrown By FileJournal During Commit Operation
JCR-1269,NUG,IMPROVEMENT,Stop using BaseException
JCR-419,NUG,IMPROVEMENT,Request for other RMI binding options in RepositoryStartupServlet
JCR-412,BUG,BUG,JCA Concurrent Modification Exception when JCAManagedConnection.cleanup called
JCR-401,NUG,IMPROVEMENT,contrib bdb-persistence update berkeleydb version
JCR-227,NUG,,move core module to a subdirectory
JCR-3119,NUG,IMPROVEMENT,Improve aggregate node indexing code
JCR-199,NUG,BUG,uploading large streams through rmi
JCR-116,NUG,,JavaCC grammar generation to maven.build.dir generated-src
JCR-2150,NUG,IMPROVEMENT,Deprecate BLOBStore use the DataStore instead
JCR-3045,NUG,IMPROVEMENT,ResourceConfig read additional parameters for IOHandler and PropertyHandler that are covered by public setters
JCR-1813,BUG,BUG,Invalid journal records during XATransactions
JCR-1210,NUG,IMPROVEMENT,WebDAV pack AbstractWebdavServlet with the jackrabbit-webdav project
JCR-216,BUG,BUG,hrefs in dav responses should be url-escaped
JCR-1782,BUG,BUG,Destination header not containing URI scheme causes NPE
JCR-1977,NUG,BUG,authentication order has changed from 1.4.x to 1.5.x
JCR-583,NUG,BUG,TCK NodeReadMethodsTest.testGetName fails with NPE if testroot has no child node
JCR-2044,NUG,IMPROVEMENT,Pass resultFetchSize limit hint to SortedLuceneQueryHits
JCR-319,NUG,IMPROVEMENT,Improve docs for deployment Models 1 and 2 on Tomcat 5.5.x and provide an example webapp.
JCR-499,NUG,BUG,TCK NamespaceRegistryTest testRegisterNamespace doesn t remove node in new namespace
JCR-1844,NUG,IMPROVEMENT,Convenience method to Or multiple values with a single filter
JCR-3013,BUG,BUG,ArrayIndexOutOfBoundsException ConcurrentCache
JCR-210,NUG,BUG,jcr-rmi maven site target fails
JCR-492,NUG,BUG,TCK PropertyReadMethodsTest testGetValues fails if it cannot find a single valued STRING property
JCR-47,BUG,BUG,Node.setProperty String String does not convert values
JCR-1061,NUG,IMPROVEMENT,Allow extendability of RepositoryImpl.WorkspaceInfo
JCR-2508,NUG,BUG,JsonWriter missing handling of new JCR 2.0 property types
JCR-1244,NUG,IMPROVEMENT,No need for NodeReferences in jcr2spi
JCR-2386,BUG,BUG,wrong eval order of access control entries within a single node node-based ac
JCR-2531,BUG,BUG,JCR-RMI problem with large binary values
JCR-1151,NUG,IMPROVEMENT,avoid converting property values to strings
JCR-208,NUG,BUG,tck doesn t compile use of enum keyword
JCR-2593,NUG,IMPROVEMENT,Upgrade to Tika 0.7
JCR-143,BUG,BUG,Query for string literal broken when literal can be coerced into other type
JCR-1405,NUG,RFE,SPI Introduce NodeInfo.getChildInfos
JCR-2418,BUG,BUG,Read permission on parent node required to access an item s definition
JCR-137,BUG,BUG,Open-scoped locks may be lost on restart and might not be transferrable
JCR-154,NUG,RFE,Documentation - jackrabbit features beyond the spec
JCR-1074,BUG,BUG,PredefinedNodeTypeTest..getNodeTypeSpec handling unknown super types
JCR-2567,NUG,IMPROVEMENT,please have spi2dav create a test-jar
JCR-2404,NUG,IMPROVEMENT,Return null for optional configuration elements
JCR-472,NUG,IMPROVEMENT,Wrap IllegalArgumentException from UUID when bad ID passed to Session.getNodeByUUID
JCR-19,NUG,BUG,package org.apache.xml.utils does not exist JDK 1.5.0
JCR-2243,NUG,RFE,Automatic upgrade to 2.0
JCR-2627,BUG,BUG,System-view export import of multi-value property does not respect JCR 2.0
JCR-1736,NUG,IMPROVEMENT,Expose BootstrapConfig in Servlets
JCR-1272,BUG,BUG,Property.getValue throws RepositoryException with internal error
JCR-352,NUG,IMPROVEMENT,Upgrade to Lucene 2.0
JCR-2722,NUG,IMPROVEMENT,Add a filtered RangeIterator
JCR-1399,NUG,BUG,Backport JCR-1197 Node.restore may throw InvalidItemStateException
JCR-2505,NUG,IMPROVEMENT,High memory usage on node with multi-valued string properties
JCR-257,NUG,IMPROVEMENT,Use separate index for jcr system tree
JCR-1884,NUG,IMPROVEMENT,CachingIndexReader.initializeParents does not scale well with large indexes
JCR-1589,NUG,,JSR 283 Retention Hold Management
JCR-2249,NUG,IMPROVEMENT,Remove duplicate code in InternalValueFactory
JCR-1931,NUG,BUG,SharedFieldCache StringIndex memory leak causing OOM s
JCR-55,NUG,RFE,VFS backed file system
JCR-338,BUG,BUG,Query Builder and jcr deref problem. Can t add predicate after jcr deref
JCR-2577,BUG,BUG,SISM.checkAddedChildNodes prevents merging of concurrent changes
JCR-1262,NUG,IMPROVEMENT,Deprecated AbstractWebdavServlet should be empty and extend new AbstractWebdavServlet
JCR-1846,BUG,BUG,Jackrabbit thread contention issue due to fat lock
JCR-157,NUG,IMPROVEMENT,Reorganize Jackrabbit into core api and commons
JCR-765,NUG,IMPROVEMENT,DatabasePersistenceManager don t log exceptions for each statement when a connection needs to be reestablished
JCR-2170,NUG,BUG,Remove PropDefId and NodeDefId
JCR-1385,BUG,BUG,UUID field not populated when saving a new node
JCR-1890,NUG,RFE,spi2dav create RepositoryFactory implementation
JCR-1548,BUG,BUG,Several bugs in last SVN commit
JCR-2351,NUG,IMPROVEMENT,Make Authorizable.setProperty more noisy in case of failures
JCR-1590,NUG,,JSR 283 Locking
JCR-785,BUG,BUG,Updates to multiple workspaces e.g. in a transaction locked in cluster journal
JCR-866,BUG,BUG,ResidualProperties Converter uses wrong AtomicType Converter on update
JCR-1101,NUG,BUG,Observation tests should throw NotExecutableException when repository does not support observation
JCR-1381,BUG,BUG,Path is not indexed when inserting a new node with SNS
JCR-202,NUG,RFE,Add configuration options for search manager
JCR-1084,NUG,IMPROVEMENT,Maintan a stable ordering of properties in xml export
JCR-2604,NUG,IMPROVEMENT,Improve javadoc of User getCredentials
JCR-1259,NUG,RFE,Utility code for filtering and packaging trees
JCR-3250,BUG,BUG,webapp welcome page shows incorrect port when port is the default port
JCR-1341,BUG,BUG,Cluster Journal directory should be created automatically
JCR-1751,NUG,IMPROVEMENT,Update slf4j
JCR-3183,NUG,RFE,Add memory based bundle store
JCR-1695,NUG,IMPROVEMENT,Improve and promote spi-logger
JCR-810,NUG,IMPROVEMENT,Typos in method names in test classes SetPropertyAssumeTypeTest
JCR-1071,BUG,BUG,PROPPATCH on collection gets 403 Forbidden
JCR-1811,BUG,BUG,Jcr2Spi ExportSysViewTest testExportSysView handler session saveBinary occasionally failing
JCR-117,NUG,TEST,Test cases not fully initialized at first run
JCR-808,NUG,IMPROVEMENT,Better error message for non-trivial nodetype changes
JCR-2892,NUG,BUG,Large fetch sizes have potentially deleterious effects on VM memory requirements when using Oracle
JCR-751,NUG,TASK,Update Jackrabbit API JavaDoc on http jackrabbit.apache.org
JCR-587,BUG,BUG,XMLTextFilter does not extract text elements
JCR-335,BUG,BUG,Deadlock caused by versioning operations within transaction
JCR-1347,NUG,IMPROVEMENT,Move Jackrabbit Query Parser from core to spi-commons
JCR-3151,BUG,BUG,SharedFieldCache can cause a memory leak
JCR-2095,NUG,IMPROVEMENT,Use an enumeration for QOM join types
JCR-1357,NUG,IMPROVEMENT,Create quick start developer bundles for model 1 2 3 deployment
JCR-1843,BUG,BUG,jcr2spi wrong status change upon conflicting removal CacheBehaviour.OBSERVATION
JCR-2097,NUG,BUG,Broke lock tests in jcr2spi after the JCR 2.0 upgrade
JCR-1596,BUG,BUG,search.jsp doesn t handle utf-8 parameters correctly
JCR-2960,BUG,BUG,Long values not properly stored
JCR-2074,NUG,,JSR 283 New Event Types
JCR-3236,BUG,BUG,Can not instantiate lucene Analyzer in SearchIndex
JCR-2996,BUG,BUG,QOM to SQL2 doesn t cast numeric literals
JCR-966,NUG,IMPROVEMENT, OCM Add unit tests with BundleDbPersistenceManager
JCR-1753,NUG,RFE,Allow means force a Repository to synchronize with the cluster
JCR-187,BUG,BUG,it is not possible to register an event listener which listens to mixin nodetypes
JCR-1936,NUG,BUG,Incorrect license headers in multiple components
JCR-1630,NUG,BUG,Missing third party notices and license info
JCR-921,NUG,TEST,Add more unit tests on BeanConverters
JCR-1969,BUG,BUG,Invalid node type definitions with test nodetypes.xml
JCR-2789,BUG,BUG,toString causes StackOverflowError
JCR-827,NUG,BUG,SetValueFormatExceptiontest.testNode relies on addMixin does not allow specification of node type
JCR-646,NUG,BUG,Misleading exception message for jcr deref
JCR-476,NUG,IMPROVEMENT,Remove recently added getJCRPath getQPath from NamespaceResolver
JCR-1962,NUG,BUG,web.xml refers to 2.2 dtd
JCR-60,BUG,BUG,primaryItemName is not inherited
JCR-1432,BUG,BUG,Saving a node deletion that has been modified externally throws a ConstraintViolationException
JCR-336,BUG,BUG,Concurrent locking operations fail
JCR-1588,NUG,,JSR 283 Access Control
JCR-2361,NUG,IMPROVEMENT,Add parser callback to GQL
JCR-2119,NUG,IMPROVEMENT,Method to create default RepositoryConfig from just the repository directory
JCR-699,BUG,BUG,Clustering re-registration of nodetypes is not synchronized
JCR-2132,BUG,BUG,o.a.j.core.state.ChildNodeEntries does not override equals Object and hashCode methods
JCR-1172,NUG,IMPROVEMENT,Better MimeType Handling
JCR-661,NUG,BUG,RMIC not working in subprojects when compiling parent using maven2
JCR-1472,NUG,RFE,extend security config - repository-1.5.dtd
JCR-928,NUG,IMPROVEMENT,NodeTypeManagerImpl.hasNodeType should allow unknown prefixes
JCR-2965,NUG,IMPROVEMENT,Show referencing nodes in debug log when trying to delete a node with references
JCR-310,BUG,BUG,XercesImpl is missing in WebDav contrib project
JCR-2036,BUG,BUG,Set property permission not checked when saving a new node
JCR-2392,BUG,BUG, patch QValueFactoryImpl.equals doesn t do compare correctly
JCR-1020,NUG,IMPROVEMENT,Use repository service wide namespace cache
JCR-1193,NUG,IMPROVEMENT,war missing jcr jar
JCR-2674,BUG,BUG,FileDataStore ignores return code from setLastModified
JCR-1374,BUG,BUG, PATCH DbDataStore Make sure streams are closed
JCR-234,NUG,BUG,VersionTest.testGetUUID fails
JCR-1841,NUG,BUG,Workspace.xml can t be loaded if it has a BOM
JCR-1693,BUG,BUG,JNDIDatabaseJournal doesn t work with oracle schema or unable to use OracleDatabaseJournal with a jndi datasource
JCR-1330,NUG,BUG,repository.xml DTD doesn t allow element
JCR-1334,BUG,BUG,Deadlock due different Thread access while prepare and commit in same Transaction
JCR-766,NUG,IMPROVEMENT,Remove Maven 1 files
JCR-220,NUG,IMPROVEMENT,Make it possible to configure Lucene Analyzer for SearchIndex
JCR-831,BUG,BUG,NPE Exception Thrown By AbstractJournal During Commit Operation
JCR-3073,NUG,IMPROVEMENT,Explicit management of public API
JCR-1285,BUG,BUG,ObjectContentManagerImpl.getObject Query throws NoSuchElementException when query does not match an object
JCR-395,BUG,BUG,Using transactions leads to memory leak
JCR-776,NUG,IMPROVEMENT,More verbose message on reference constraint violation
JCR-1277,BUG,BUG,ConnectionRecoveryManager is created twice in DBDataStore init method
JCR-764,BUG,BUG,PdfTextFilter may leave parsed document open in case of errors
JCR-1121,NUG,BUG,full text search tests use incorrect character for escaping phrases
JCR-848,NUG,BUG,javacc-maven-plugin version in jackrabbit-core pom file
JCR-1708,BUG,BUG,Impossible to import a string containing x0020 with Session.importXml
JCR-2395,BUG,BUG,Text Extractor Image parser throws exception jpeg
JCR-3280,NUG,IMPROVEMENT,SQL2 joins on empty sets are not efficient
JCR-1514,NUG,BUG,SPI Javadoc Issue with QNodeTypeDefinition getPropertyDefs and getChildNodeDefs
JCR-2453,NUG,IMPROVEMENT,Break the spi2dav dependency to jcr-server
JCR-3020,NUG,IMPROVEMENT,AbstractRepositoryService should be able to handle GuestCredentials
JCR-2948,NUG,IMPROVEMENT,jcr-server add possibility to PROPFIND the JCR NODETYPES CND LN property
JCR-2747,BUG,BUG,ConcurrentModificationException in IndexMerger
JCR-82,BUG,BUG,Query for all node fails after restart
JCR-1644,NUG,BUG,make NamespaceContext getPrefix java.lang.String iterative instead of recursive
JCR-477,NUG,BUG,Deployment of webdav servlet on Jboss problem - logging
JCR-2671,BUG,BUG,AbstractLoginModule must not call abort in commit
JCR-107,NUG,IMPROVEMENT,Typos in jcr-server io package javadocs
JCR-682,BUG,BUG,AccessManager CachingHierarchyManager problem
JCR-3165,NUG,IMPROVEMENT,Consolidate compare behaviour for Value s and Comparable s
JCR-1168,NUG,BUG,broken test in AddEventListener
JCR-1475,BUG,BUG,Inconsistency when version with a label is removed
JCR-1462,NUG,RFE,repository.xml throw an exception on error
JCR-1608,NUG,,JSR 283 Workspace Management
JCR-2158,NUG,IMPROVEMENT,Consolidate CND related classes from SPI and Core
JCR-2380,BUG,BUG,NPE in ObservationManagerImpl.getRegisteredEventListeners during shutdown after broken startup
JCR-1281,NUG,IMPROVEMENT,Move ocm documentation to jackrabbit-site
JCR-2586,BUG,BUG,Missing synchronization in InternalVersionHistoryImpl
JCR-924,NUG,IMPROVEMENT,Use the Jackrabbit RMI extensions by default in jackrabbit-webapp
JCR-173,NUG,BUG,jUnit test-cases success of some DocumentViewImportTest tests depends on Xerxes version being used
JCR-6,BUG,BUG,VersionIteratorImpl problem
JCR-518,NUG,BUG,TCK XPath order by test uses non-standard column specifier mechanism
JCR-255,BUG,BUG,Workspace operations copy clone do not handle references correctly
JCR-1731,BUG,BUG,Session.checkPermission add node throws PathNotFoundException instead of AccessControlException
JCR-2969,BUG,BUG,FileDataStore garbage collection can throw a NullPointerException if there is I O problem
JCR-1083,BUG,BUG,SQL parser chokes on prefixes containing a - character
JCR-634,NUG,RFE,Log trace wrapper for the JCR API
JCR-379,NUG,BUG,Remove the unneeded cqfs dependencies
JCR-3270,BUG,BUG,Error instantiating lucene search index in Turkish Regional Setting
JCR-1254,BUG,BUG,DatabaseJournal commits twice inside a transaction causing an error with MySQL
JCR-44,BUG,BUG,Overwriting a reference property with different type corrupts rep
JCR-104,NUG,IMPROVEMENT,Contrib Jcr-Server Improve package structure
JCR-424,BUG,BUG,PropertyState binary type desirialsation only returns half of content
JCR-533,BUG,BUG,failing Node.lock might leave inconsistent transient state
JCR-2670,NUG,IMPROVEMENT,Optimize ReadOnlyIndexReader.read int docs int freqs
JCR-3141,NUG,IMPROVEMENT,Upgrade to Tika 1.0
JCR-1112,NUG,RFE,CacheManager interval between recalculation of cache sizes should be configurable
JCR-2194,NUG,IMPROVEMENT,EventImpl should implement toString
JCR-3055,BUG,IMPROVEMENT,NPE in event polling thread
JCR-1946,BUG,IMPROVEMENT,JCAResourceAdapter must implement Serializable
JCR-523,NUG,IMPROVEMENT,QueryManagerImpl hardwires supported query languages
JCR-351,NUG,IMPROVEMENT,Default to anonymous access when no Credentials are given
JCR-2144,NUG,IMPROVEMENT,InternalValue refactoring
JCR-344,BUG,BUG,Jcr-server DeltaVResource lists MKWORKSPACE in the method constant.
JCR-3124,NUG,,Stats for Queries
JCR-3116,BUG,BUG,Cluster Node ID should be trimmed
JCR-259,BUG,BUG,XPath query with negative numbers incorrect
JCR-1778,BUG,BUG,BindableRepositoryFactory doesn t handle repository shutdown
JCR-951,NUG,BUG,OracleFileSystem uses getClass .getResourceAsStream to load schema file
JCR-1401,NUG,IMPROVEMENT,Removing-nodes with unexpected nodetype
JCR-830,NUG,IMPROVEMENT,SetValueBinaryTest some repositories have constraints on where binary properties can be set
JCR-1686,NUG,IMPROVEMENT,Catch Throwables while calling TextExtractors
JCR-2473,BUG,BUG,Cloning a tree containing shareable nodes into another workspace throws ItemExistsException
JCR-2053,NUG,,JSR 283 Shareable nodes support in query
JCR-2811,NUG,RFE,Allow to override LockManager creation
JCR-249,NUG,IMPROVEMENT,Webdav Review usage of command chains
JCR-45,BUG,BUG,Version.getReferences does not work correctly
JCR-434,BUG,BUG,ArrayIndexOutOfBoundsException in NodeTypeDefDiff
JCR-2227,BUG,BUG,NodeTypeDefinitionFactory does not set PropertyDefinition isQueryOrderable
JCR-616,NUG,BUG,Completeness Freshness of NamespaceRegistry and NodeTypeRegistry
JCR-2834,NUG,IMPROVEMENT,Make DefaultSecurityManager the default security manager instead of SimpleSecurityManager
JCR-3232,NUG,,Improve FileRevision extensibility
JCR-1154,NUG,RFE,Database Data Store
JCR-2186,NUG,IMPROVEMENT,Unnecessary hasItemState call in SessionItemStateManager
JCR-194,BUG,BUG,dead lock while locking or unlocking nodes
JCR-1366,NUG,RFE,DbDataStore tablePrefix not accomodated during init test for existing DATASTORE table
JCR-2734,BUG,BUG,Inconsistencies in BitSetKey comparison
JCR-3082,BUG,BUG,occasional index out of bounds exception while running UserManagerImplTest.testFindAuthorizableByRelativePath
JCR-2237,BUG,BUG,ItemManager registers itself as listener too early
JCR-925,NUG,BUG,Incorrect transitive snapshot dependencies
JCR-3057,BUG,BUG,ItemInfoBuilder fails to set correct path on properties
JCR-3160,BUG,BUG,Session move doesn t trigger rebuild of parent node aggregation
JCR-959,NUG,IMPROVEMENT,Remove author tags in jackrabbit-jcr-rmi
JCR-500,NUG,BUG,TCK NamespaceRegistryTest testUnregisterNamespaceExceptions doesn t fail if expected exception isn t thrown
JCR-2646,BUG,BUG,AccessControlManager getEffectivePolicies String may expose AC content without proper permissions
