ID,CLASSIFIED,TYPE,SUMMARY,Alan Ratings,Aaron Ratings,Lotfi Ratings
SERVER-51844,BUG,BUG,Tenant collection cloner implicitly creates _id index while creating collection even if donor doesn't have '_id' index for that collection.,BUG,BUG,BUG
SERVER-51813,BUG,BUG,Tenant collection cloner tries to do a vectored insert with no size limit (it can go beyond 16 MB) in a single WUOW.,BUG,BUG,BUG
SERVER-51869,BUG,BUG,StorageInterfaceImpl::createIndexesOnEmptyCollection() creates index without generating oplog on primary.,BUG,BUG,BUG
SERVER-51853,BUG,BUG,Always initialize the numInserted out-parameter in AbstractIndexAccessMethod::insertKeys,BUG,BUG,BUG
SERVER-33727,NUG,BUG,Do not wait for write concern if opTime didn't change during write,NUG,NUG,NUG
SERVER-43904,BUG,BUG,"When stepping down, step up doesn't filter out frozen nodes",BUG,BUG,BUG
SERVER-51860,BUG,BUG,Aborting after fassert() failure,BUG,BUG,BUG
SERVER-51651,BUG,BUG,rolesInfo command returns an empty result for mongod version 4.8+,BUG,BUG,BUG
SERVER-51159,BUG,BUG,Wait for aggregate cursor to appear on the correct shard in change_streams_shards_start_in_sync.js,BUG,BUG,BUG
SERVER-48030,BUG,BUG,Fix deadlock with GetShardMap and old RSM,BUG,BUG,BUG
SERVER-50868,BUG,BUG,insertSingleDocumentForInitialSyncOrRecovery is called outside of initial sync and recovery,BUG,BUG,BUG
SERVER-49287,NUG,NUG,Enable testing of corrupt WT history stores,NUG,NUG,NUG
SERVER-51818,NUG,NUG,add name to invariant message in Mutex destructor,NUG,NUG,NUG
SERVER-42116,NUG,NUG,Update with aggregation pipeline shows in oplog as replace operation,NUG,NUG,NUG
SERVER-49165,BUG,BUG,endSessions command in Client.Disconnect causes an authorization failure for an unauthed connection on a host that requires authentication,BUG,BUG,BUG
SERVER-51808,BUG,BUG,invariant failure: readConcern level != Available,BUG,BUG,BUG
SERVER-45992,BUG,BUG,InMemory engine startupwarnings confusing,BUG,BUG,BUG
SERVER-50605,NUG,NUG,"Add {logMessage: ""msg""} test-only command",NUG,NUG,NUG
SERVER-51488,BUG,BUG,Complete Replica set shutdown | v3.6.14,BUG,BUG,BUG
SERVER-47810,BUG,BUG,Resume token returned by mongoS can be earlier than user-specified resume point,BUG,BUG,BUG
SERVER-51733,BUG,BUG,config server in a docker container fails to start up with authentication,BUG,BUG,BUG
SERVER-51822,NUG,NUG,Rename featureFlagTimeSeriesCollection to featureFlagTimeseriesCollection,NUG,NUG,NUG
SERVER-50165,NUG,NUG,parallelize clang-tidy task,NUG,NUG,NUG
SERVER-51561,BUG,BUG,Defective query plans gets indefinitely cached,BUG,BUG,BUG
SERVER-51856,NUG,NUG,Add natvis debugger visualizers for BSONObj and BSONElement,NUG,NUG,NUG
SERVER-51041,NUG,BUG,Throttle starting transactions for secondary reads,NUG,NUG,NUG
SERVER-50579,BUG,NUG,$mod truncates divisor and remainder to int value,BUG,BUG,BUG
SERVER-51684,NUG,BUG,Every 4 hours CPU usage is going high varying from 100% to 200% because of mongo SECONDARY / replica node reciding on server,NUG,NUG,NUG
SERVER-49881,NUG,NUG,remove noop std::move from CollectionCatalog::setCollectionNamespace() rollback handler,NUG,NUG,NUG
SERVER-50145,NUG,NUG,Have DDL operations and MODE_X writers install a new Collection object,NUG,NUG,NUG
SERVER-40805,NUG,NUG,Indicate the reason for replanning in the log file,NUG,NUG,NUG
SERVER-50420,NUG,NUG,Change repl.ismaster to repl.isWritablePrimary in serverStatus,NUG,NUG,NUG
SERVER-43664,NUG,NUG,Speedup WiredTiger storage engine startup for many tables by optimizing WiredTigerUtil::setTableLogging(),NUG,NUG,NUG
SERVER-51399,NUG,NUG,"Validation errors for $expr should report result of evaluation, not result after coercion to a boolean",NUG,NUG,NUG
SERVER-51102,NUG,NUG,Use new $currentOp aggregation pipeline stage in count_plan_summary.js,NUG,NUG,NUG
SERVER-51450,NUG,BUG,Use new $currentOp aggregation pipeline stage in count10.js,NUG,NUG,NUG
SERVER-47513,NUG,NUG,killop.js should handle truncated command in currentOp output,NUG,NUG,NUG
SERVER-41585,NUG,NUG,background_thread_clock_source_test shouldn't assume we can schedule the background thread,NUG,NUG,NUG
SERVER-50267,BUG,BUG,Set output limit for 'rawMongoProgramOutput()',BUG,BUG,BUG
SERVER-18721,BUG,BUG,Initial-sync can exhaust available ports with rapid short-lived connections,BUG,BUG,BUG
SERVER-50901,BUG,BUG,RollbackTest should wait for secondaries before doing data consistency checks,BUG,BUG,BUG
SERVER-6768,BUG,NUG,MongoDB Profiler creates illegal documents,BUG,BUG,BUG
SERVER-34120,BUG,BUG,scoped connection not being returned to the pool,BUG,BUG,BUG
SERVER-36332,BUG,BUG,CursorNotFound error in GetMore on a secondary with sessions,BUG,BUG,BUG
SERVER-47752,NUG,NUG,kMajorityCommitted ReadSource should not have special treatment in RecoveryUnit,NUG,NUG,NUG
SERVER-51194,NUG,NUG,Make evergreen tasks for build-tools next,NUG,NUG,NUG
SERVER-48688,NUG,NUG,Improving diagnostics around user assertions,NUG,NUG,NUG
SERVER-50031,BUG,BUG,createSystemIndexes should allow WriteConflictExceptions to escape,BUG,BUG,BUG
SERVER-51817,BUG,BUG,Setting up a Trigger with AWS Eventbridge does not work,BUG,BUG,BUG
SERVER-51754,NUG,BUG,Running `ninja compiledb` generates much smaller file than `scons compiledb`,NUG,NUG,NUG
SERVER-51825,BUG,BUG,Blacklist disallow_adding_initialized_node1.js from multiversion suite,BUG,BUG,BUG
SERVER-51689,BUG,BUG,_configsvrCommitSplitChunk is not waiting for opTime on early return,BUG,BUG,BUG
SERVER-48435,NUG,NUG,Rename logical_clock.idl to vector_clock.idl,NUG,NUG,NUG
SERVER-49462,BUG,BUG,Wait for secondaries to be ready in ReplSetTest.checkOplogs,BUG,BUG,BUG
SERVER-828,NUG,NUG,Support for selecting array elements in return specifier (projection),NUG,NUG,NUG
SERVER-51728,NUG,NUG,Upload SSL cert files only if certbot command is successful,NUG,NUG,NUG
SERVER-51512,BUG,BUG,cache evict problem,BUG,BUG,BUG
SERVER-51814,NUG,NUG,remove dangerous streaming operators in sdam tests,NUG,NUG,NUG
SERVER-51820,BUG,BUG,Resolve race in atlas_initialsync_workflows.js,BUG,BUG,BUG
SERVER-50832,BUG,BUG,Coverity analysis defect 115076: Uninitialized scalar field,BUG,BUG,BUG
SERVER-50452,BUG,BUG,Make destruction of ServiceExecutorFixed deterministic,BUG,BUG,BUG
SERVER-51716,NUG,BUG,Make computed_projections.js more robust,NUG,NUG,NUG
SERVER-33966,NUG,NUG,redundant $sort in aggregation prevents best $limit $sort consolidation,NUG,NUG,NUG
SERVER-50633,BUG,BUG,Address use of client keytab by mongokerberos in --server mode,BUG,BUG,BUG
SERVER-51050,BUG,BUG,Selected Tests should not generate enterprise tests on non-enterprise builds,BUG,BUG,BUG
SERVER-50690,NUG,NUG,Add option to specify bind ip to ocsp mock,NUG,NUG,NUG
SERVER-39697,NUG,NUG,Regex MatchExpression should error at parse time if the regex is not valid,NUG,NUG,NUG
SERVER-45396,BUG,BUG,"fix the ""me"" field in isMaster responses when using splithorizon",BUG,BUG,BUG
SERVER-50647,BUG,BUG,Fix OCSP HTTP Client timeout for Windows,BUG,BUG,BUG
SERVER-44437,NUG,NUG,remove DBDirectClient reference from ShardLocal::createIndexOnConfig,NUG,NUG,NUG
SERVER-51058,BUG,BUG,log_remote_op_wait.js misuses rawMongoProgramOutput,BUG,BUG,BUG
SERVER-44832,NUG,NUG,Modify HookTestArchival to reset fixtures,NUG,NUG,NUG
SERVER-51220,BUG,BUG,Handle auditing attribution in indirect drops,BUG,BUG,BUG
SERVER-50869,BUG,BUG,Background sync may erroneously set applied-through during step-up,BUG,BUG,BUG
SERVER-47518,NUG,NUG,mitigate dtor-order fiasco with a utility for defining static duration immortal objects,NUG,NUG,NUG
SERVER-50103,BUG,BUG,DBClientCursor doesn't set a socket timeout when using a side connection to send the kill cursor request,BUG,BUG,BUG
SERVER-51472,BUG,BUG,Assertion during early stages of migration can cause it to get stuck,BUG,BUG,BUG
SERVER-51773,BUG,BUG,list_indexes_with_build_uuids.js - IndexBuildTest.assertIndexes() sees different server state from IndexBuildTest.getIndexBuildOpId(),BUG,BUG,BUG
SERVER-51794,BUG,BUG,collStats should consider index visibility in relation to its snapshot,BUG,BUG,BUG
SERVER-51789,BUG,BUG,Execute the getShardAndCollectionVersion function before logging which chunks were created in the split chunk operation,BUG,BUG,BUG
SERVER-51776,NUG,NUG,Map setup_multiversion_mongodb.py args to evergreen build variants,NUG,NUG,NUG
SERVER-50900,BUG,BUG,Disable PeriodicShardedIndexConsistencyChecker for cursor_valid_after_shard_stepdown.js,BUG,BUG,BUG
SERVER-50914,BUG,BUG,cursor_valid_after_shard_stepdown.js can fail because of an unintended metadata refresh,BUG,BUG,BUG
SERVER-51731,BUG,BUG,ChunkManager::getShardIdsForRange should not hardcode isMaxInclusive to true,BUG,BUG,BUG
SERVER-51746,BUG,BUG,Fix the application name for tenant migration recipient collection cloner & oplog fetcher DBClientConnection,BUG,BUG,BUG
SERVER-51745,BUG,BUG,Set setRequestMetadataWriter() for tenant collection cloner.,BUG,BUG,BUG
SERVER-51744,BUG,BUG,Fix the filter for OplogFetcher::_makeFindQuery(),BUG,BUG,BUG
SERVER-51743,BUG,BUG,Fix query operator for regex in cloner utils.,BUG,BUG,BUG
SERVER-51367,BUG,BUG,Ensure proper synchronization around _state after shutdown of FreeMonController,BUG,BUG,BUG
SERVER-51802,BUG,BUG,Add requires_majority_read_concern tag to decrypt_tool.js on v4.0,BUG,BUG,BUG
SERVER-51445,BUG,BUG,Must destroy retryableOperation before entering Complete in initial_syncer,BUG,BUG,BUG
SERVER-51810,BUG,BUG,Make sure the donor primary can step down reliably in tenant_migration_donor_resume_on_stepup_and_restart.js,BUG,BUG,BUG
SERVER-51726,BUG,BUG,Maintain status code compatibility when main executor is shut down,BUG,BUG,BUG
SERVER-51494,NUG,NUG,Test exporting and importing collections using the 'directoryPerDB' and 'directoryForIndexes' options,NUG,NUG,NUG
SERVER-46617,NUG,BUG,Improve NetworkInterfaceTL performance,NUG,NUG,NUG
SERVER-46724,NUG,NUG,Provide NetworkInterfaceNoop for pool only TPTEs,NUG,NUG,NUG
SERVER-47554,BUG,BUG,Replica Set member suddenly stopped replication process,BUG,BUG,BUG
SERVER-51449,NUG,NUG,Mongodb unusually high iops during fsync mongoversion 3.2.10,NUG,NUG,NUG
SERVER-51702,NUG,NUG,Log commands together with errors upon plan executor failures,NUG,NUG,NUG
SERVER-47647,BUG,BUG,Duplicate key error message has incorrect namespace after rename,BUG,BUG,BUG
SERVER-51485,BUG,BUG,dependency on absl internals in getCodePoinLength,BUG,BUG,BUG
WFLY-14076,BUG,BUG,HotRodSessionManager fails to expire abandoned sessions following failover,BUG,BUG,BUG
WFLY-12881,BUG,BUG,Cannot customize split behavior and merge policy for Infinispan partition handling,BUG,BUG,BUG
WFLY-14032,BUG,BUG,app-client not using CallbackHandler from application-client.xml,BUG,BUG,BUG
WFLY-10188,BUG,BUG,Setting Undertow default server needs validation of provided server to avoid broken Wildfly configuration,BUG,BUG,BUG
WFLY-13897,BUG,BUG,infinispan-server instances provisioned by testsuite never shutdown,BUG,BUG,BUG
WFLY-13060,BUG,BUG,EJB client behaviour is different when deployed in a .war compared to a .ear and can result in a OOME,BUG,BUG,BUG
WFLY-13866,BUG,BUG,Several traces created in Jaeger for just one method call,BUG,BUG,NUG
WFLY-13589,BUG,BUG,WildFly cannot connect to an infinispan-server cluster requiring authentication,BUG,BUG,BUG
WFLY-12975,BUG,BUG,JWT is rejected if signature matching public key is not first in JWK set,BUG,BUG,BUG
WFLY-9464,BUG,BUG,Some XACML tests fail with security manager,BUG,BUG,BUG
WFLY-13502,BUG,BUG,UT000010: Session is invalid,BUG,BUG,BUG
WFLY-13144,BUG,BUG,Resource Adapter can't be deleted after restarting server,BUG,BUG,BUG
WFLY-13627,NUG,BUG,Distributed sessions/SFSBs stored in non-transactional invalidation-cache should schedule expirations locally,BUG,NUG,NUG
WFLY-13164,BUG,BUG,"When ""corrupted"" public key is supplied to server, user is not informed",BUG,BUG,BUG
WFLY-12583,BUG,BUG,DB Connection is not getting removed from pool when transaction is rooled back during database fail over in Wildfly-17,BUG,BUG,BUG
WFLY-12887,BUG,BUG,Clustering: com.ibm.db2.jcc.am.SqlSyntaxErrorException when DB2 is used as invalidation-cache,BUG,BUG,BUG
WFLY-13328,BUG,BUG,Clustering: java.lang.NullPointerException when using HotRod-based distributed session manager and non transactional cache,BUG,BUG,BUG
WFLY-13179,BUG,BUG,HealthCheckResponse deserialization issues,BUG,BUG,BUG
WFLY-13170,BUG,BUG,AutoClosable behaviour from MP Config spec is not implemented,BUG,NUG,BUG
WFLY-12960,BUG,BUG,"Convert JaxrsSubsystemTestCase, and JaxrsTransformersTestCase to use expressions",BUG,BUG,NUG
WFLY-12842,NUG,NUG,MicroProfile Config properties are not taken into account by Jaeger client,NUG,NUG,NUG
WFLY-9809,NUG,NUG,Update jastow to 2.1.0.Final,NUG,NUG,NUG
WFLY-14072,BUG,BUG,AbstractInvocationHandler.handleInvocationException wraps SecurityExceptions,BUG,BUG,BUG
WFLY-14034,BUG,BUG,New health/ready check fails with RBAC enabled,BUG,BUG,BUG
WFLY-14044,BUG,BUG,Indexing org.postgresq.jdbc.PgConnection$1 fails,BUG,BUG,BUG
WFLY-11986,BUG,BUG,HAL Console places <datasource-class> in <datasource> element in standalone.xml. It leads to Test Connection fail,BUG,BUG,BUG
WFLY-14075,BUG,BUG,WS tests fails on RHEL8&OpenJDK11,BUG,BUG,BUG
WFLY-13519,BUG,BUG,Infinispan module attribute needs to support multiple values,BUG,BUG,BUG
WFLY-14074,NUG,NUG,Normalize principial propagation/injection across elytron and legacy,NUG,NUG,NUG
WFLY-13150,NUG,NUG,Add a Galleon layer for the distributable web subsystem configured with a local web cache,NUG,NUG,NUG
WFLY-6892,NUG,NUG,Access logging for EJBs,NUG,NUG,NUG
WFLY-8136,NUG,NUG,Allow JAX-RS annotations in CDI @Stereotype,NUG,NUG,NUG
WFLY-10554,BUG,BUG,"OpenSAML 3.3.0 complains for missing class from ""metrics-core""",BUG,BUG,BUG
WFLY-13220,BUG,BUG,A DeploymentException must be thrown if configured to use a PrivateKey,BUG,BUG,BUG
WFLY-13412,NUG,BUG,Add Json Merge Patch support,NUG,NUG,NUG
WFLY-9288,BUG,BUG,EJB session auto-creation is not working,BUG,BUG,BUG
WFLY-11426,BUG,BUG,EJB call via twice remote-outbound-connection was authentication failed,BUG,BUG,BUG
WFLY-4576,BUG,BUG,JCE jar file inside a deployment fails the signature check,BUG,BUG,BUG
WFLY-9881,BUG,BUG,UnsatisfiedLinkError - Open CV,BUG,BUG,BUG
WFLY-13691,BUG,BUG,"Ajax call causes exception: Target Unreachable, 'null' returned null",BUG,BUG,BUG
WFLY-14072,BUG,BUG,AbstractInvocationHandler.handleInvocationException wraps SecurityExceptions,BUG,BUG,BUG
WFLY-11986,BUG,BUG,HAL Console places <datasource-class> in <datasource> element in standalone.xml. It leads to Test Connection fail,BUG,BUG,BUG
WFLY-13519,BUG,BUG,Infinispan module attribute needs to support multiple values,BUG,BUG,BUG
WFLY-13150,NUG,BUG,Add a Galleon layer for the distributable web subsystem configured with a local web cache,NUG,NUG,NUG
WFLY-13958,NUG,BUG,Upgrade RESTEasy to 3.13.3.Final,NUG,NUG,NUG
WFLY-13828,NUG,BUG,remote+tls is not supported by EJBClient and remote-outbound-connection,NUG,NUG,BUG
WFLY-13886,BUG,BUG,Remoting outbound channels are not closed,BUG,BUG,BUG
WFLY-14064,BUG,BUG,Intermittent failures in PassivationFailedTestCase.testPassivationFailure,BUG,BUG,BUG
WFLY-14025,BUG,BUG,Unable to remove the default datasource binding from the ee subsystem,BUG,BUG,BUG
WFLY-14045,BUG,BUG,Elytron/Jaspic: UserPrincipal is not propagated from web-container to ejb-container,BUG,BUG,BUG
WFLY-11933,BUG,BUG,Error when accessing metrics with RBAC enabled,BUG,BUG,BUG
WFLY-14037,BUG,BUG,"When restarting JBoss , Java EE Application startup failed but deployed successfully",BUG,BUG,BUG
WFLY-14042,BUG,BUG,Enterprise war deployment fails with latest wildfly 20+,BUG,BUG,BUG
WFLY-13736,BUG,BUG,WFLYWELD0041: WeldContainer is not started when redeploying,BUG,BUG,BUG
WFLY-14038,BUG,BUG,Intermittent failure MeterTest.testRates org.eclipse.microprofile.metrics.tck.metrics,BUG,BUG,BUG
WFLY-13995,BUG,BUG,Authentication on Management Console is not displayed in Chrome,BUG,BUG,BUG
WFLY-13056,BUG,BUG,Unexpected Error instead of SOAPFaultException when using IBM JDK and SecurityManager,BUG,BUG,BUG
WFLY-14028,BUG,BUG,org.jboss.openjdk-orb:openjdk-orb missing from org.wildfly.bom:wildfly-jakartaee8,BUG,BUG,BUG
WFLY-10655,BUG,BUG,"SEVERE error on deploy of ear: ""Unable to obtain CDI 1.1 utilities for Mojarra""",BUG,BUG,BUG
WFLY-11549,BUG,BUG,Wildfly-14 : ClassCastException while marshalling/unmarshalling,BUG,BUG,BUG
WFLY-14009,BUG,BUG,Download log file from Widfly Console forbidden with Keycloak setup,BUG,BUG,BUG
WFLY-14017,NUG,BUG,Native support for OpenID Connect,NUG,NUG,NUG
WFLY-13896,NUG,NUG,Upgrade Narayana to 5.10.7.Final,NUG,NUG,NUG
WFLY-14010,NUG,NUG,Upgrade Mojarra to 2.3.14.SP02,NUG,NUG,NUG
WFLY-14007,NUG,NUG,Certificate Revocation Lists,NUG,NUG,NUG
WFLY-13916,NUG,NUG,Elytron server-ssl-context allowed protocols,NUG,NUG,NUG
WFLY-13876,BUG,BUG,Test for key-store certificate realm login,BUG,BUG,BUG
WFLY-13999,NUG,NUG,Upgrade RESTEasy to 3.13.3.Final,NUG,NUG,NUG
WFLY-13933,BUG,BUG,access-log entries might become lost during the shutdown even if graceful timeout is specified,BUG,BUG,BUG
WFLY-10929,BUG,BUG,Unescaped characters in URL from client does not work correctly when allowed for HTTP and HTTPS listeners,BUG,BUG,BUG
WFLY-13714,BUG,BUG,JPA PersistenceUnitInfo.persistenceUnitRootUrl vfs URL should be resolved,BUG,BUG,BUG
WFLY-13949,BUG,BUG,JNDI lookup for JMS Queue failing,BUG,BUG,BUG
WFLY-13990,BUG,BUG,NPE in StatefulSessionSynchronizationInterceptor,BUG,BUG,BUG
WFLY-13055,BUG,BUG,Permission check failed when using SecurityManager with IBM JDK,BUG,BUG,BUG
WFLY-12538,BUG,BUG,Principal injected in a secured bean is different when Elytron is activated,BUG,BUG,BUG
WFLY-13917,BUG,BUG,RESTEasy requires Bouncy Castle for multipart/signed resources,BUG,BUG,BUG
WFLY-13057,BUG,BUG,Unexpected status of WSBACoordinator when using IBM JDK and SecurityManager,BUG,BUG,BUG
WFLY-13698,BUG,BUG,NullPointerException due to JSFDependencyProcessor adding null ModuleIdentifer,BUG,BUG,BUG
WFLY-13925,BUG,BUG,Deployment with the `resteasy-client-microprofile` dependency causes JAX-RS endpoints to not be exposed,BUG,BUG,BUG
WFLY-13957,BUG,BUG,ManagedExecutorServiceMetricsTestCase.testActiveRequests fails intermittently,BUG,BUG,BUG
WFLY-13940,BUG,BUG,SingletonDeploymentJBossAllTestCase fails frequently in CI,BUG,BUG,BUG
WFLY-13929,BUG,BUG,Intermittent failures in DeploymentOverlayCLITestCase,BUG,BUG,BUG
WFLY-13306,BUG,BUG,Deployment of empty war with 2.3 faces-config.xml fails,BUG,BUG,BUG
WFLY-13931,NUG,NUG,Allow defining HealthChecks without CDI,NUG,NUG,NUG
WFLY-11630,NUG,BUG,JDBC datasource should be granted the connect SocketPermission,BUG,BUG,NUG
WFLY-12465,BUG,BUG,Security manager failures persisting timers,BUG,BUG,BUG
WFLY-6227,BUG,BUG,InterruptedException when cleaning cache store,BUG,BUG,BUG
WFLY-6636,BUG,BUG,WELD-001408: Unsatisfied dependencies on hot deploy of app using module-alias as dependency,BUG,BUG,BUG
WFLY-9516,BUG,BUG,JPA deployer adding cross sub deployment dependencies when multiple persistence units deployed,BUG,BUG,BUG
WFLY-10466,BUG,BUG,"Ignoring a failure, even when it occurs in a narrow context where the failure is not relatively unimportant",BUG,BUG,BUG
WFLY-13918,NUG,NUG,Bump MicroProfile SmallRye Config to activate Variable Expansion,NUG,NUG,NUG
WFLY-11062,BUG,BUG,No Multi-Release infinispan-commons-9.3.3.Final-redhat-00001.jar,NUG,BUG,BUG
WFLY-11403,BUG,BUG,DistributableTestCase fails intermittently,BUG,BUG,BUG
WFLY-11514,BUG,BUG,NPE in ServletContextImpl#getContextPath on undeploy,BUG,BUG,BUG
WFLY-11857,BUG,BUG,Multi JSF Installer error in deployment,BUG,BUG,BUG
WFLY-13612,BUG,BUG,Bean Validation Problem In EJB inheritance,BUG,BUG,BUG
WFLY-13793,NUG,NUG,Allow for a remote jms queue / topic not to use legacy amq1 prefix,NUG,NUG,NUG
WFLY-13801,NUG,NUG,JWT Revoke Feature,NUG,NUG,NUG
WFLY-13666,BUG,BUG,Loss of Servlet Context Data when request canceled,BUG,BUG,BUG
WFLY-13771,BUG,BUG,Create a Galleon layers for the messaging subsystem,BUG,BUG,BUG
WFLY-13684,BUG,BUG,Intermittent failures in MixedDomainDeployment700TestCase,BUG,BUG,BUG
WFLY-11705,BUG,BUG,Broken image links in domain mode docs,BUG,BUG,BUG
WFLY-11214,BUG,BUG,Periodic recovery does not recover XAResource after jvm crash when agroal subsystem is used,BUG,BUG,BUG
WFLY-7871,NUG,NUG,Decouple backup/site name from the name of the corresponding resource,NUG,NUG,NUG
WFLY-11365,BUG,BUG,Test JSONBTestCase fails with security manager,BUG,BUG,BUG
WFLY-11564,BUG,BUG,ServletResourceOverlaysTestCase fails with security manager on Windows + Java 11,BUG,BUG,BUG
WFLY-1045,NUG,NUG,Provide additional EJB container management operations,NUG,NUG,NUG
WFLY-10574,NUG,NUG,Support for defining authentication for HotRodStore/RemoteStore,NUG,NUG,NUG
WFLY-703,NUG,NUG,HttpHandlers configuration for EJB3 Webservice Endpoints,NUG,NUG,NUG
WFLY-1131,NUG,NUG,Remove fallback mechanism from taking any AS7 property content,NUG,NUG,NUG
WFLY-1430,NUG,NUG,Create clustering-monitor subsystem,NUG,NUG,NUG
WFLY-1633,BUG,BUG,getCodeSigners() returns null in signed WAR deployments,BUG,BUG,BUG
WFLY-4056,NUG,BUG,Graceful shutdown for JMS,NUG,NUG,NUG
WFLY-9064,BUG,BUG,HibernateNativeAPINaturalIdTestCase fails with security manager,BUG,BUG,BUG
WFLY-8868,NUG,NUG,per application Expressions,NUG,NUG,NUG
WFLY-8769,NUG,NUG,Integrate GOOGLE_PING2 discovery protocol,NUG,NUG,NUG
WFLY-9589,NUG,NUG,Upgrade JBossXACML to 2.0.10,NUG,NUG,NUG
WFLY-11174,BUG,BUG,TransactionIntegration should be exposed as a capability,BUG,BUG,BUG
WFLY-12019,BUG,BUG,Cannot remove a undertow server resource at one time,NUG,BUG,BUG
WFLY-12459,NUG,BUG,Track processing time of in flight requests in Undertow,NUG,NUG,NUG
WFLY-12473,NUG,BUG,Allow UUID for instance-id,NUG,NUG,NUG
WFLY-12701,BUG,BUG,JSTL EL Evulation not working properly throwing NoClassDefFoundError,BUG,BUG,BUG
WFLY-13428,NUG,NUG,Upgrade to WildFly Core 12.0.0.Beta3,NUG,NUG,NUG
WFLY-13077,NUG,NUG,Support protostream-based marshalling of user objects,NUG,NUG,NUG
WFLY-13520,NUG,NUG,"Add support for Infinispan query, counters, locks, and CDI",NUG,NUG,NUG
WFLY-13625,NUG,NUG,Security Realms should support specifying the charset and encoding for credentials.,NUG,NUG,NUG
WFLY-13853,NUG,NUG,Upgrade download-maven-plugin to 1.6.0,NUG,NUG,NUG
WFLY-13779,BUG,BUG,MicroProfile Metrics tests started to fail since changes in ConfigSource,BUG,BUG,BUG
WFLY-12836,BUG,BUG,Large allocations in EJBContextImpl#isCallerInRole,BUG,BUG,BUG
WFLY-13817,NUG,NUG,CachedConnectionManager: don't push another meta object on stack if transaction has not changed,NUG,NUG,NUG
WFLY-13715,NUG,NUG,Certify Oracle 19c (was 12c) RAC Cluster Support with Oracle UCP,NUG,NUG,NUG
WFLY-13700,NUG,NUG,Add ability to configure stale transaction timeout for local transaction,NUG,NUG,NUG
WFLY-13762,NUG,NUG,SSLContext to support delegation to alternate instances based on peer information.,NUG,NUG,NUG
WFLY-13767,NUG,NUG,Upgrade PicketLink bindings from 2.5.5.SP12-redhat-00012 to 2.5.5.SP12-redhat-00013,NUG,NUG,NUG
WFLY-13735,BUG,BUG,Use of thread pools with EJB remote element needs attention,BUG,BUG,BUG
WFLY-13682,BUG,BUG,JBossWSStringReplaceTestCase.incorrectValueOfModifyWsdlAddressOpeningElement failed intermittently on Windows,BUG,BUG,BUG
WFLY-10099,BUG,BUG,ClusteredJPA2LCTestCase fails intermittently,BUG,BUG,BUG
WFLY-13575,NUG,NUG,Remove all hard coded references to Artemis default values,NUG,NUG,NUG
WFLY-13693,BUG,BUG,Custom Infinispan cache regions fail when using legacy (non-JPA) Hibernate configuration,BUG,BUG,BUG
WFLY-13530,NUG,NUG,"REST Integration with grpc (high performance, open-source universal RPC framework)",NUG,NUG,NUG
WFLY-13686,BUG,BUG,Deadlock on Wildfly startup,BUG,BUG,BUG
WFLY-11034,BUG,BUG,"Integration with grpc (high performance, open-source universal RPC framework)",NUG,BUG,BUG
WFLY-13681,BUG,BUG,Infinispan cache configured with remote-store with rawValues fails,BUG,BUG,BUG
WFLY-13664,BUG,BUG,Clustering TS: Infinispan Server test driver intermittently fails to start the server,BUG,BUG,BUG
WFLY-11115,BUG,BUG,bumpTimeout method usage in InMemorySessionManager,BUG,BUG,BUG
WFLY-13662,NUG,BUG,Weld Conversation Context Logs when not using Conversation Context,BUG,NUG,NUG
WFLY-13668,NUG,NUG,Upgrade jboss-parent to 36,NUG,NUG,NUG
WFLY-13035,BUG,BUG,Missing schema warnings in JBDS when importing quickstarts,BUG,BUG,BUG
WFLY-13661,BUG,BUG,Assignment of default bean instance pools for MDBs and SLSBs is unclear,BUG,BUG,BUG
WFLY-12977,BUG,BUG,Warnings propagated from io.smallrye.jwt.auth.* don't have assigned ID,BUG,BUG,BUG
WFLY-12951,BUG,BUG,JWT signed by 1024 bit long key is rejected,BUG,BUG,BUG
